"SpellID"	"ProcTypeMask1"	"ProcTypeMask2"	"ProcChance"	"CumulativeAura"
"375234"	"0"	"4"	"100"	"0"
"375238"	"0"	"4"	"100"	"0"
"375240"	"0"	"4"	"100"	"0"
"375252"	"0"	"4"	"100"	"0"
"375253"	"0"	"4"	"100"	"0"
"375254"	"0"	"4"	"100"	"0"
"375255"	"0"	"4"	"100"	"0"
"375256"	"0"	"4"	"100"	"0"
"375257"	"0"	"4"	"100"	"0"
"375258"	"0"	"4"	"100"	"0"
"375626"	"2446608"	"0"	"101"	"0"
"375767"	"0"	"4"	"101"	"0"
"375844"	"2446608"	"0"	"101"	"0"
"376918"	"2446608"	"0"	"101"	"0"
"377076"	"0"	"4"	"101"	"0"
"377387"	"0"	"4"	"8"	"0"
"377438"	"0"	"4"	"101"	"0"
"377452"	"-1473249284"	"4"	"101"	"0"
"377465"	"0"	"4"	"101"	"0"
"377466"	"0"	"4"	"101"	"0"
"377514"	"0"	"4"	"101"	"0"
"377590"	"0"	"4"	"101"	"0"
"377842"	"0"	"4"	"100"	"0"
"377845"	"0"	"4"	"101"	"0"
"378270"	"69632"	"4"	"100"	"0"
"378406"	"0"	"4"	"100"	"0"
"378461"	"2446676"	"0"	"101"	"0"
"378974"	"0"	"4"	"100"	"5"
"378986"	"2446356"	"0"	"101"	"0"
"379396"	"2446404"	"0"	"101"	"0"
"381462"	"0"	"4"	"101"	"0"
"381653"	"2446336"	"0"	"101"	"0"
"381996"	"2446676"	"0"	"101"	"0"
"382015"	"0"	"4"	"100"	"0"
"382042"	"0"	"4"	"101"	"0"
"382289"	"0"	"4"	"101"	"0"
"382293"	"0"	"4"	"101"	"0"
"383222"	"0"	"4"	"101"	"0"
"383256"	"0"	"4"	"101"	"0"
"383490"	"2446336"	"0"	"101"	"0"
"383874"	"0"	"4"	"100"	"0"
"383941"	"0"	"4"	"101"	"20"
"384028"	"2446336"	"0"	"101"	"0"
"384374"	"0"	"4"	"101"	"0"
"384379"	"0"	"4"	"101"	"0"
"385349"	"2446608"	"0"	"101"	"0"
"385380"	"0"	"4"	"101"	"0"
"385464"	"87056"	"4"	"100"	"0"
"385523"	"0"	"4"	"101"	"0"
"385539"	"0"	"4"	"101"	"0"
"385786"	"0"	"4"	"100"	"0"
"385948"	"0"	"4"	"100"	"0"
"386443"	"0"	"4"	"101"	"0"
"386578"	"2446676"	"0"	"101"	"0"
"386646"	"0"	"4"	"101"	"0"
"386949"	"2446608"	"0"	"101"	"0"
"386963"	"0"	"4"	"100"	"0"
"387001"	"0"	"4"	"101"	"0"
"387013"	"0"	"4"	"101"	"0"
"387061"	"0"	"4"	"101"	"0"
"387153"	"0"	"4"	"101"	"0"
"387159"	"0"	"4"	"101"	"0"
"387170"	"0"	"4"	"100"	"0"
"387223"	"0"	"4"	"101"	"0"
"387235"	"0"	"4"	"101"	"0"
"387355"	"0"	"4"	"101"	"0"
"387393"	"0"	"4"	"100"	"30"
"387459"	"2446676"	"0"	"101"	"0"
"387626"	"0"	"4"	"101"	"0"
"387671"	"2446676"	"0"	"101"	"0"
"387690"	"2446676"	"0"	"101"	"0"
"387893"	"2446336"	"0"	"101"	"0"
"388007"	"2446676"	"0"	"100"	"0"
"388055"	"2446608"	"16"	"101"	"0"
"388069"	"2446676"	"16"	"101"	"0"
"388193"	"0"	"4"	"100"	"0"
"388203"	"0"	"4"	"100"	"0"
"388566"	"2446336"	"0"	"100"	"6"
"388604"	"2446676"	"0"	"100"	"0"
"388812"	"0"	"4"	"100"	"0"
"388998"	"0"	"4"	"101"	"0"
"389102"	"2446608"	"16"	"101"	"0"
"389218"	"0"	"4"	"101"	"0"
"389609"	"17408"	"4"	"101"	"0"
"389632"	"2446676"	"36"	"101"	"0"
"389846"	"0"	"4"	"100"	"0"
"390259"	"0"	"4"	"101"	"0"
"390268"	"0"	"4"	"101"	"0"
"390567"	"0"	"4"	"100"	"0"
"390636"	"0"	"4"	"101"	"20"
"390655"	"3110908"	"0"	"101"	"0"
"390692"	"0"	"4"	"101"	"0"
"390781"	"0"	"4"	"101"	"0"
"390869"	"2446608"	"0"	"101"	"0"
"390972"	"2446676"	"0"	"101"	"0"
"390989"	"0"	"4"	"101"	"5"
"390993"	"0"	"4"	"101"	"4"
"391092"	"0"	"4"	"101"	"12"
"391243"	"0"	"4"	"101"	"3"
"391244"	"0"	"4"	"101"	"0"
"391401"	"0"	"4"	"101"	"4"
"391403"	"0"	"4"	"101"	"0"
"392409"	"0"	"4"	"101"	"0"
"392928"	"21520"	"4"	"100"	"0"
"392938"	"2446352"	"0"	"100"	"0"
"392989"	"2446672"	"0"	"100"	"0"
"393022"	"0"	"4"	"101"	"0"
"393271"	"0"	"4"	"101"	"0"
"393400"	"0"	"4"	"100"	"0"
"393632"	"0"	"4"	"101"	"0"
"393644"	"0"	"4"	"101"	"0"
"393679"	"0"	"4"	"101"	"0"
"393682"	"0"	"4"	"101"	"0"
"393685"	"0"	"4"	"101"	"0"
"393695"	"0"	"4"	"101"	"0"
"393702"	"0"	"4"	"101"	"0"
"393956"	"2446676"	"0"	"100"	"0"
"393982"	"2446608"	"0"	"101"	"0"
"393983"	"2446676"	"0"	"101"	"0"
"394094"	"0"	"4"	"101"	"0"
"394253"	"0"	"4"	"100"	"5"
"394329"	"0"	"4"	"100"	"0"
"394412"	"0"	"4"	"101"	"3"
"394552"	"0"	"4"	"101"	"2"
"394609"	"0"	"4"	"101"	"0"
"394709"	"0"	"4"	"101"	"9"
"394776"	"0"	"4"	"100"	"0"
"395153"	"0"	"4"	"100"	"0"
"396337"	"0"	"4"	"101"	"0"
"396768"	"2446676"	"0"	"101"	"0"
"396784"	"2446676"	"0"	"101"	"0"
"396791"	"2446676"	"0"	"101"	"0"
"396811"	"2446676"	"0"	"101"	"0"
"396816"	"2446676"	"0"	"101"	"0"
"396818"	"2446676"	"0"	"101"	"0"
"396822"	"2446676"	"0"	"101"	"0"
"396824"	"2446676"	"0"	"101"	"0"
"396826"	"2446676"	"0"	"101"	"0"
"396848"	"2446676"	"0"	"101"	"0"
"398250"	"2446676"	"0"	"101"	"0"
"400106"	"2446676"	"32"	"100"	"0"
"400129"	"0"	"4"	"101"	"0"
"401043"	"0"	"4"	"101"	"1"
"401299"	"0"	"4"	"101"	"0"
"401909"	"331776"	"4"	"101"	"0"
"402912"	"0"	"4"	"100"	"0"
"402916"	"0"	"4"	"100"	"1"
"402936"	"0"	"4"	"101"	"0"
"402939"	"2446608"	"0"	"101"	"0"
"402943"	"0"	"4"	"101"	"0"
"402949"	"0"	"4"	"101"	"0"
"402955"	"2446608"	"0"	"101"	"0"
"402959"	"0"	"4"	"101"	"0"
"403042"	"0"	"4"	"100"	"0"
"403976"	"0"	"4"	"100"	"10"
"404306"	"0"	"4"	"101"	"0"
"404540"	"0"	"4"	"5"	"0"
"405515"	"0"	"4"	"101"	"0"
"405553"	"0"	"4"	"101"	"0"
"405554"	"0"	"4"	"101"	"0"
"405558"	"0"	"4"	"101"	"0"
"405607"	"0"	"4"	"101"	"0"
"405768"	"2446356"	"4"	"101"	"0"
"406086"	"0"	"4"	"100"	"1"
"406157"	"0"	"4"	"101"	"0"
"406534"	"0"	"4"	"100"	"0"
"406635"	"2446676"	"32"	"101"	"0"
"406928"	"2446676"	"0"	"101"	"0"
"407970"	"0"	"4"	"100"	"0"
"407971"	"0"	"4"	"100"	"0"
"408042"	"262160"	"4"	"101"	"0"
"408123"	"2446608"	"0"	"101"	"0"
"408127"	"2446608"	"0"	"101"	"0"
"408256"	"0"	"4"	"101"	"0"
"408259"	"0"	"4"	"101"	"0"
"408260"	"0"	"4"	"101"	"0"
"408262"	"0"	"4"	"101"	"0"
"408275"	"0"	"4"	"101"	"0"
"408458"	"0"	"4"	"100"	"0"
"408556"	"-2146785280"	"4"	"101"	"0"
"408754"	"0"	"4"	"101"	"5"
"409439"	"2446608"	"0"	"101"	"0"
"409478"	"0"	"4"	"5"	"0"
"409479"	"0"	"4"	"101"	"15"
"410089"	"2446676"	"0"	"25"	"0"
"410153"	"36001104"	"0"	"100"	"0"
"410301"	"0"	"4"	"101"	"0"
"410530"	"2446608"	"0"	"100"	"0"
"410638"	"0"	"4"	"101"	"2"
"411100"	"36001104"	"0"	"100"	"0"
"411266"	"0"	"4"	"100"	"0"
"412180"	"0"	"4"	"101"	"0"
"414127"	"2446336"	"0"	"100"	"0"
"414195"	"2446352"	"0"	"100"	"0"
"415244"	"0"	"4"	"100"	"0"
"415305"	"0"	"4"	"101"	"0"
"415772"	"0"	"4"	"101"	"0"
"417234"	"0"	"4"	"101"	"0"
"417282"	"0"	"4"	"101"	"8"
"418523"	"2446608"	"0"	"101"	"1"
"420048"	"0"	"4"	"100"	"0"
"420151"	"0"	"4"	"100"	"0"
"421036"	"0"	"4"	"100"	"0"
"422863"	"0"	"4"	"100"	"0"
"422874"	"0"	"4"	"101"	"0"
"422883"	"0"	"4"	"100"	"0"
"422885"	"0"	"4"	"100"	"0"
"422886"	"331792"	"4"	"101"	"0"
"422894"	"0"	"4"	"100"	"0"
"422904"	"0"	"4"	"101"	"0"
"422905"	"2446608"	"0"	"100"	"0"
"422918"	"0"	"4"	"101"	"0"
"423601"	"81920"	"4"	"101"	"1"
"423765"	"0"	"4"	"101"	"3"
"424622"	"2446356"	"0"	"50"	"10"
"425402"	"2446352"	"0"	"101"	"0"
"427054"	"2446676"	"32"	"100"	"0"
"427441"	"0"	"4"	"101"	"1"
"427676"	"0"	"4"	"101"	"0"
"427684"	"0"	"4"	"101"	"0"
"427793"	"0"	"4"	"101"	"0"
"428514"	"2446336"	"0"	"101"	"0"
"429115"	"0"	"4"	"101"	"0"
"429130"	"0"	"4"	"101"	"0"
"429214"	"2446676"	"32"	"100"	"0"
"429244"	"2446336"	"0"	"100"	"0"
"429378"	"2446676"	"0"	"100"	"0"
"429433"	"0"	"4"	"101"	"0"
"429474"	"0"	"4"	"101"	"1"
"429902"	"0"	"4"	"101"	"0"
"430048"	"81920"	"4"	"101"	"1"
"430995"	"0"	"4"	"101"	"0"
"431006"	"0"	"4"	"101"	"0"
"431007"	"0"	"4"	"101"	"0"
"431038"	"0"	"4"	"100"	"0"
"431442"	"2446336"	"0"	"101"	"0"
"431581"	"2446336"	"0"	"100"	"0"
"431714"	"69972"	"4"	"101"	"0"
"431716"	"2446676"	"0"	"33"	"0"
"431730"	"0"	"4"	"100"	"0"
"431984"	"0"	"4"	"101"	"0"
"432333"	"2446676"	"32"	"101"	"0"
"432402"	"2446676"	"32"	"101"	"0"
"432421"	"2446676"	"0"	"101"	"0"
"432442"	"2446676"	"32"	"101"	"0"
"432964"	"2446612"	"0"	"101"	"0"
"432977"	"0"	"4"	"101"	"0"
"433214"	"2446676"	"32"	"101"	"0"
"433618"	"0"	"4"	"101"	"3"
"433831"	"0"	"4"	"101"	"0"
"434028"	"0"	"4"	"101"	"0"
"434157"	"0"	"4"	"101"	"0"
"434249"	"0"	"4"	"101"	"0"
"434260"	"0"	"4"	"101"	"0"
"435141"	"0"	"4"	"101"	"0"
"436132"	"2446608"	"0"	"101"	"0"
"436573"	"2446676"	"32"	"101"	"0"
"436687"	"0"	"4"	"101"	"0"
"436704"	"0"	"4"	"101"	"0"
"438439"	"2446608"	"0"	"101"	"0"
"438595"	"0"	"4"	"100"	"0"
"438833"	"0"	"4"	"101"	"1"
"439327"	"0"	"4"	"101"	"0"
"440031"	"0"	"4"	"101"	"0"
"440033"	"0"	"4"	"101"	"0"
"440057"	"0"	"4"	"101"	"0"
"440282"	"-2144338248"	"0"	"101"	"0"
"440669"	"0"	"4"	"101"	"0"
"440855"	"0"	"4"	"101"	"0"
"440861"	"0"	"4"	"100"	"0"
"441615"	"0"	"4"	"101"	"0"
"441678"	"0"	"4"	"101"	"0"
"441829"	"0"	"4"	"101"	"0"
"442747"	"0"	"4"	"100"	"0"
"442818"	"0"	"4"	"100"	"0"
"442850"	"0"	"4"	"100"	"0"
"443028"	"0"	"4"	"100"	"0"
"443046"	"0"	"4"	"101"	"0"
"443176"	"0"	"4"	"101"	"2"
"443255"	"2446352"	"0"	"100"	"0"
"443294"	"0"	"4"	"100"	"0"
"443378"	"2446676"	"32"	"101"	"0"
"443425"	"0"	"4"	"101"	"0"
"443471"	"2446676"	"32"	"101"	"0"
"443527"	"2446336"	"0"	"101"	"0"
"443530"	"2446676"	"0"	"101"	"0"
"443532"	"0"	"4"	"101"	"1"
"443538"	"2446608"	"0"	"101"	"0"
"443544"	"0"	"4"	"101"	"0"
"443566"	"0"	"4"	"100"	"0"
"443770"	"2446676"	"32"	"101"	"0"
"443772"	"0"	"4"	"100"	"0"
"444040"	"0"	"4"	"101"	"0"
"444675"	"0"	"4"	"101"	"0"
"444926"	"0"	"4"	"101"	"0"
"444929"	"0"	"4"	"101"	"0"
"444931"	"0"	"4"	"101"	"0"
"445031"	"0"	"4"	"101"	"0"
"445034"	"0"	"4"	"101"	"0"
"448473"	"0"	"4"	"101"	"0"
"448521"	"0"	"4"	"101"	"0"
"449257"	"2446676"	"0"	"101"	"0"
"449349"	"0"	"4"	"100"	"0"
"449406"	"2446676"	"0"	"101"	"0"
"449582"	"0"	"4"	"100"	"0"
"449638"	"0"	"4"	"101"	"0"
"449701"	"0"	"4"	"101"	"0"
"449793"	"0"	"4"	"101"	"5"
"450335"	"0"	"4"	"100"	"0"
"450383"	"0"	"4"	"101"	"0"
"450508"	"2446676"	"36"	"101"	"0"
"450558"	"0"	"4"	"100"	"0"
"450560"	"0"	"4"	"100"	"0"
"450595"	"0"	"4"	"100"	"0"
"450622"	"0"	"4"	"100"	"0"
"450638"	"0"	"4"	"100"	"0"
"450711"	"2446676"	"32"	"101"	"0"
"450889"	"2446608"	"36"	"101"	"0"
"450912"	"0"	"4"	"101"	"0"
"451038"	"0"	"4"	"100"	"0"
"451440"	"0"	"4"	"100"	"0"
"451463"	"0"	"4"	"100"	"0"
"451505"	"0"	"4"	"100"	"0"
"451508"	"2446676"	"36"	"100"	"5"
"451514"	"2446608"	"0"	"100"	"5"
"451524"	"0"	"4"	"100"	"0"
"451529"	"0"	"4"	"100"	"0"
"451546"	"0"	"4"	"101"	"0"
"451564"	"0"	"4"	"101"	"0"
"452196"	"0"	"4"	"100"	"0"
"452402"	"0"	"4"	"101"	"0"
"452409"	"0"	"4"	"101"	"0"
"452412"	"0"	"4"	"100"	"0"
"452443"	"0"	"4"	"101"	"0"
"453405"	"0"	"4"	"101"	"0"
"453406"	"86032"	"4"	"101"	"0"
"453433"	"0"	"4"	"101"	"0"
"453625"	"0"	"4"	"100"	"0"
"453626"	"0"	"4"	"100"	"0"
"453632"	"0"	"4"	"101"	"0"
"453642"	"0"	"4"	"101"	"0"
"453645"	"0"	"4"	"101"	"0"
"453656"	"0"	"4"	"100"	"0"
"453659"	"0"	"4"	"100"	"0"
"453671"	"0"	"4"	"100"	"0"
"453672"	"0"	"4"	"100"	"0"
"453675"	"0"	"4"	"100"	"0"
"453679"	"0"	"4"	"100"	"0"
"453682"	"0"	"4"	"100"	"0"
"453716"	"0"	"4"	"101"	"0"
"453717"	"0"	"4"	"101"	"0"
"453758"	"0"	"4"	"100"	"1"
"453917"	"0"	"4"	"101"	"0"
"453918"	"0"	"4"	"101"	"0"
"454022"	"0"	"4"	"101"	"0"
"454026"	"0"	"4"	"101"	"0"
"454502"	"0"	"4"	"100"	"6"
"454560"	"2446676"	"32"	"101"	"0"
"454626"	"0"	"4"	"101"	"0"
"454628"	"0"	"4"	"100"	"0"
"454665"	"0"	"4"	"100"	"0"
"454679"	"2446336"	"0"	"101"	"0"
"454782"	"2446676"	"32"	"101"	"0"
"454859"	"2446608"	"0"	"101"	"0"
"454976"	"2446676"	"32"	"101"	"0"
"455088"	"0"	"4"	"101"	"0"
"455397"	"0"	"4"	"101"	"0"
"455573"	"0"	"4"	"101"	"0"
"455590"	"0"	"4"	"101"	"0"
"455681"	"0"	"4"	"100"	"1"
"455797"	"0"	"4"	"101"	"0"
"455799"	"2446676"	"32"	"101"	"0"
"455993"	"0"	"4"	"101"	"0"
"456142"	"0"	"4"	"100"	"2"
"456368"	"0"	"4"	"100"	"2"
"456659"	"0"	"4"	"101"	"0"
"456682"	"0"	"4"	"101"	"0"
"457062"	"0"	"4"	"101"	"0"
"457167"	"0"	"4"	"101"	"2"
"457397"	"0"	"4"	"100"	"0"
"457555"	"0"	"4"	"101"	"0"
"457655"	"2446676"	"16"	"101"	"0"
"457729"	"0"	"4"	"100"	"0"
"458041"	"0"	"4"	"101"	"0"
"458043"	"0"	"4"	"101"	"3"
"458123"	"0"	"4"	"101"	"1"
"458221"	"0"	"4"	"101"	"0"
"458359"	"0"	"4"	"101"	"0"
"458650"	"0"	"4"	"100"	"0"
"458967"	"0"	"4"	"101"	"0"
"458970"	"0"	"4"	"101"	"0"
"458973"	"0"	"4"	"101"	"0"
"459067"	"0"	"4"	"101"	"0"
"459071"	"0"	"4"	"101"	"0"
"459075"	"0"	"4"	"101"	"0"
"459137"	"0"	"4"	"101"	"0"
"459143"	"0"	"4"	"101"	"0"
"459149"	"0"	"4"	"101"	"0"
"459274"	"2446676"	"32"	"101"	"0"
"459283"	"0"	"4"	"101"	"0"
"459344"	"2446676"	"32"	"101"	"0"
"459488"	"0"	"4"	"101"	"0"
"459533"	"0"	"4"	"101"	"0"
"459760"	"0"	"4"	"101"	"0"
"459805"	"0"	"4"	"101"	"20"
"459806"	"0"	"4"	"101"	"0"
"459808"	"0"	"4"	"101"	"0"
"459828"	"0"	"4"	"101"	"0"
"459841"	"0"	"4"	"101"	"3"
"459843"	"0"	"4"	"101"	"0"
"459859"	"0"	"4"	"100"	"1"
"460276"	"0"	"4"	"101"	"0"
"460448"	"0"	"4"	"101"	"0"
"460485"	"2446608"	"0"	"100"	"0"
"460568"	"0"	"4"	"100"	"0"
"460590"	"0"	"4"	"100"	"0"
"460697"	"0"	"4"	"100"	"0"
"461244"	"2446336"	"0"	"100"	"0"
"461245"	"0"	"4"	"100"	"0"
"461250"	"0"	"4"	"100"	"0"
"461409"	"0"	"4"	"100"	"1"
"461471"	"0"	"4"	"100"	"2"
"461498"	"0"	"4"	"100"	"0"
"462037"	"0"	"4"	"101"	"0"
"462039"	"0"	"4"	"101"	"0"
"462127"	"0"	"4"	"100"	"0"
"462128"	"0"	"4"	"100"	"0"
"462158"	"2446676"	"0"	"101"	"0"
"462486"	"0"	"4"	"100"	"0"
"464059"	"0"	"4"	"101"	"0"
"466486"	"0"	"4"	"101"	"1"
"467306"	"0"	"4"	"101"	"0"
"467767"	"0"	"4"	"101"	"0"
"468392"	"0"	"4"	"100"	"0"
"468430"	"0"	"4"	"100"	"0"
"468454"	"0"	"4"	"100"	"0"
"469304"	"0"	"4"	"100"	"0"
"469314"	"0"	"4"	"101"	"0"
"469346"	"0"	"4"	"101"	"1"
"469780"	"0"	"4"	"101"	"0"
"469886"	"69904"	"20"	"101"	"0"
"469888"	"2446608"	"0"	"101"	"0"
"469936"	"2446336"	"0"	"101"	"0"
"470492"	"0"	"4"	"100"	"1"
"471545"	"0"	"4"	"101"	"0"
"471548"	"2446608"	"0"	"101"	"0"
"471668"	"0"	"4"	"101"	"0"
"471742"	"0"	"4"	"100"	"0"
"471878"	"0"	"4"	"100"	"0"
"471881"	"0"	"4"	"100"	"20"
"472324"	"0"	"4"	"100"	"0"
"472325"	"0"	"4"	"100"	"0"
"472352"	"0"	"4"	"100"	"0"
"472433"	"0"	"4"	"101"	"2"
"472741"	"0"	"4"	"100"	"0"
"474767"	"2446676"	"0"	"101"	"0"
"936051"	"0"	"4"	"100"	"0"
"1214502"	"2446676"	"0"	"101"	"0"
"1214572"	"2446612"	"32"	"101"	"0"
"1214905"	"2446676"	"0"	"101"	"0"
"1214906"	"2446676"	"0"	"101"	"0"
"1214907"	"2446676"	"0"	"101"	"0"
"1215136"	"0"	"4"	"101"	"0"
"1215601"	"0"	"4"	"100"	"0"
"1215629"	"0"	"4"	"101"	"0"
"1215707"	"0"	"4"	"101"	"0"
"1216123"	"2446612"	"32"	"101"	"0"
"1216129"	"2446612"	"32"	"101"	"0"
"1216130"	"2446612"	"32"	"101"	"0"
"1216210"	"2446676"	"0"	"101"	"0"
"1216351"	"2446676"	"0"	"101"	"0"
"1216352"	"2446676"	"0"	"101"	"0"
"1216547"	"2446676"	"0"	"101"	"0"
"1216828"	"0"	"4"	"101"	"10"
"1217092"	"0"	"4"	"100"	"0"
"1217096"	"3110908"	"32"	"101"	"0"
"1217102"	"0"	"4"	"100"	"0"
"1217199"	"0"	"4"	"100"	"0"
"1217650"	"0"	"4"	"100"	"0"
"1217897"	"0"	"4"	"101"	"6"
"1218047"	"0"	"4"	"101"	"0"
"1218125"	"0"	"4"	"101"	"0"
"1218150"	"0"	"4"	"101"	"0"
"1218211"	"0"	"4"	"100"	"0"
"1218537"	"2446608"	"4"	"101"	"10"
"1218603"	"0"	"4"	"100"	"0"
"1219103"	"0"	"4"	"100"	"0"
"1219165"	"0"	"4"	"100"	"0"
"1219461"	"0"	"4"	"101"	"1"
"1221590"	"2446608"	"0"	"100"	"0"
"1221695"	"0"	"4"	"101"	"1"
"1221698"	"0"	"4"	"101"	"1"
"1223161"	"0"	"4"	"101"	"0"
"1223410"	"0"	"4"	"101"	"10"
"1223907"	"0"	"4"	"101"	"0"
"1223976"	"0"	"4"	"100"	"0"
"1225883"	"69904"	"4"	"101"	"0"
"1227215"	"2446608"	"0"	"101"	"0"
"1227315"	"2446608"	"0"	"101"	"0"
"1227501"	"0"	"4"	"101"	"1"
"1229261"	"0"	"4"	"101"	"0"
"1229511"	"2446592"	"0"	"101"	"0"
"1230223"	"0"	"4"	"101"	"0"
"1230306"	"0"	"4"	"101"	"1"
"1230959"	"0"	"4"	"101"	"1"
"1231979"	"0"	"4"	"101"	"0"
"1233592"	"2446608"	"0"	"101"	"0"
"1233627"	"0"	"4"	"101"	"0"
"1233894"	"0"	"4"	"101"	"0"
"1233933"	"0"	"4"	"101"	"0"
"1233942"	"0"	"4"	"101"	"0"
"1234689"	"0"	"4"	"101"	"1"
"1234714"	"1"	"4"	"101"	"0"
"1234774"	"2446608"	"0"	"0"	"0"
"1235136"	"2446608"	"0"	"101"	"0"
"1235159"	"2446608"	"0"	"100"	"0"
"1235165"	"0"	"4"	"101"	"1"
"1235614"	"0"	"4"	"100"	"0"
"1235966"	"0"	"4"	"100"	"0"
"1236109"	"2446676"	"0"	"101"	"0"
"1236122"	"2446676"	"0"	"101"	"0"
"1236253"	"0"	"4"	"101"	"0"
"1236260"	"0"	"4"	"101"	"0"
"1236272"	"2446608"	"4"	"101"	"0"
"1236273"	"2446608"	"4"	"101"	"0"
"1236275"	"2446608"	"0"	"101"	"0"
"1236334"	"0"	"4"	"100"	"0"
"1236336"	"2446676"	"32"	"100"	"0"
"1236355"	"0"	"4"	"101"	"0"
"1236362"	"0"	"4"	"100"	"0"
"1236379"	"0"	"4"	"100"	"0"
"1236381"	"0"	"4"	"100"	"0"
"1236384"	"0"	"4"	"100"	"0"
"1236398"	"0"	"4"	"100"	"0"
"1236399"	"0"	"4"	"101"	"0"
"1236408"	"0"	"4"	"101"	"0"
"1236409"	"0"	"4"	"101"	"0"
"1236411"	"0"	"4"	"101"	"0"
"1236975"	"0"	"4"	"100"	"8"
"1236998"	"2446336"	"0"	"100"	"0"
"1237269"	"0"	"4"	"100"	"15"
"1237848"	"0"	"4"	"100"	"1"
"1238680"	"0"	"4"	"101"	"0"
"1239091"	"2446608"	"4"	"101"	"10"
"1239315"	"0"	"4"	"101"	"6"
"1239336"	"0"	"4"	"100"	"0"
"1239524"	"0"	"4"	"100"	"0"
"1241102"	"0"	"4"	"100"	"0"
"1241275"	"0"	"4"	"101"	"0"
"1241288"	"0"	"4"	"100"	"0"
"1241529"	"2446656"	"16"	"101"	"0"
"1241542"	"0"	"4"	"100"	"0"
"1241567"	"0"	"4"	"101"	"0"
"1241858"	"0"	"4"	"101"	"0"
"1242008"	"0"	"4"	"100"	"0"
"1242042"	"2446676"	"0"	"101"	"0"
"1242114"	"0"	"4"	"101"	"0"
"1242122"	"2446608"	"0"	"101"	"0"
"1242147"	"0"	"4"	"101"	"0"
"1242158"	"0"	"4"	"101"	"0"
"1242405"	"0"	"4"	"101"	"2"
"1242492"	"0"	"4"	"100"	"0"
"1242608"	"0"	"4"	"101"	"0"
"1242745"	"0"	"4"	"101"	"0"
"1242910"	"0"	"4"	"100"	"0"
"1243492"	"0"	"4"	"101"	"0"
"1243507"	"0"	"4"	"101"	"0"
"1243871"	"2446676"	"0"	"101"	"0"
"1243903"	"2446676"	"0"	"101"	"0"
"1244005"	"2446676"	"32"	"101"	"0"
"1244237"	"0"	"4"	"100"	"0"
"1244253"	"2446676"	"0"	"101"	"0"
"1244262"	"0"	"4"	"101"	"0"
"1244302"	"0"	"4"	"101"	"0"
"1244329"	"0"	"4"	"101"	"0"
"1244788"	"0"	"4"	"101"	"0"
"1244860"	"0"	"4"	"101"	"0"
"1244878"	"2446608"	"0"	"100"	"0"
"1244922"	"0"	"4"	"101"	"0"
"1244941"	"0"	"4"	"101"	"0"
"1244947"	"0"	"4"	"101"	"0"
"1244977"	"0"	"4"	"101"	"0"
"1245012"	"2446608"	"0"	"101"	"0"
"1245089"	"0"	"4"	"101"	"0"
"1245323"	"0"	"4"	"101"	"0"
"1245326"	"0"	"4"	"101"	"0"
"1245574"	"0"	"4"	"100"	"0"
"1245664"	"0"	"4"	"101"	"0"
"1246030"	"0"	"4"	"101"	"0"
"1246032"	"0"	"4"	"100"	"0"
"1246643"	"0"	"4"	"101"	"1"
"1247568"	"2446676"	"0"	"101"	"0"
"1247569"	"2446676"	"0"	"101"	"0"
"1247570"	"2446676"	"0"	"101"	"0"
"1247571"	"2446676"	"0"	"101"	"0"
"1247777"	"0"	"4"	"100"	"0"
"1248213"	"2446672"	"0"	"100"	"0"
"1248915"	"149247316"	"32"	"101"	"0"
"1248939"	"0"	"4"	"101"	"0"
"1248989"	"0"	"4"	"100"	"0"
"1249161"	"0"	"4"	"101"	"1"
"1249170"	"0"	"4"	"101"	"1"
"1249178"	"2446676"	"0"	"101"	"0"
"1249260"	"2446676"	"32"	"25"	"0"
"1249541"	"2446676"	"0"	"101"	"0"
"1249658"	"0"	"4"	"101"	"0"
"1249832"	"0"	"4"	"101"	"0"
"1250037"	"0"	"4"	"101"	"0"
"1250042"	"0"	"4"	"101"	"0"
"1250094"	"0"	"4"	"100"	"0"
"1250493"	"0"	"4"	"101"	"0"
"1250530"	"0"	"4"	"101"	"400"
"1250554"	"0"	"4"	"101"	"0"
"1250599"	"2446608"	"0"	"101"	"0"
"1250601"	"2446608"	"0"	"101"	"0"
"1250604"	"2446608"	"0"	"101"	"0"
"1250630"	"0"	"4"	"101"	"0"
"1250728"	"0"	"4"	"101"	"0"
"1250923"	"0"	"4"	"101"	"0"
"1251553"	"3110908"	"32"	"101"	"0"
"1251778"	"0"	"4"	"101"	"0"
"1251809"	"0"	"4"	"101"	"0"
"1251814"	"2446676"	"0"	"101"	"5"
"1251815"	"2446676"	"16"	"101"	"0"
"1251902"	"2446608"	"16"	"101"	"0"
"1252198"	"0"	"4"	"100"	"0"
"1252413"	"0"	"4"	"101"	"1"
"1252457"	"2446608"	"0"	"101"	"0"
"1252943"	"0"	"4"	"101"	"0"
"1253065"	"0"	"4"	"101"	"0"
"1253111"	"2446676"	"32"	"101"	"0"
"1253120"	"2446676"	"16"	"101"	"0"
"1253327"	"2446676"	"0"	"101"	"0"
"1253461"	"0"	"4"	"101"	"0"
"1253590"	"0"	"4"	"100"	"0"
"1253598"	"0"	"4"	"100"	"0"
"1254252"	"0"	"4"	"101"	"8"
"1255277"	"2446676"	"0"	"101"	"0"
